No,MatchName,Sport,Region,Date,Time,Game_Info,Relative_Path,Full_URL,Slug_Short,Team1_Mascot,Team2_Mascot,Team1_URL,Team2_URL,Team1_Thumb,Team2_Thumb
14,"Southern Prep Academy Camp Hill vs Valiant Cross Academy Montgomery",Football,"Alabama",9/4/2026,7:30 PM,"The Valiant Cross Academy Montgomery varsity football team has a game @ Southern Prep Academy Camp Hill (Alabama).","/al/football/game/southern-prep-academy-camp-hill-vs-valiant-cross-academy-montgomery/9-4-2026/?c=ce5ebbe8-4903-4e00-9556-6fe611c59703","https://www.maxpreps.com/al/football/game/southern-prep-academy-camp-hill-vs-valiant-cross-academy-montgomery/9-4-2026/?c=ce5ebbe8-4903-4e00-9556-6fe611c59703",1a09,"Warriors","Rangers","https://www.maxpreps.com/al/southern-prep-academy-camp-hill/football/","https://www.maxpreps.com/al/valiant-cross-academy-montgomery/football/","https://image.maxpreps.io/school-mascot/6/0/3/6036edfd-af17-480b-b42b-871c773f83f5.gif?version=638869547726102220&amp;width=128&amp;height=128&amp;auto=webp&amp;format=pjpg","https://image.maxpreps.io/school-mascot/f/2/1/f21dab42-efbf-45be-bd8b-2feafe6f8038.gif?version=638938208103070710&amp;width=128&amp;height=128&amp;auto=webp&amp;format=pjpg"
15,"Priceville vs West Point Cullman",Football,"Alabama",9/4/2026,7:30 PM,"The West Point Cullman varsity football team has a game @ Priceville (Alabama).","/al/football/game/priceville-vs-west-point-cullman/9-4-2026/?c=7450b0d5-2456-4e84-ae5f-640373e25304","https://www.maxpreps.com/al/football/game/priceville-vs-west-point-cullman/9-4-2026/?c=7450b0d5-2456-4e84-ae5f-640373e25304",ca5,"Bulldogs","Warriors","https://www.maxpreps.com/al/priceville/football/","https://www.maxpreps.com/al/west-point-cullman/football/","https://image.maxpreps.io/school-mascot/d/4/b/d4bd745e-82a5-44c4-8344-ec53de1a4435.gif?version=638253638400000000&amp;width=128&amp;height=128&amp;auto=webp&amp;format=pjpg","https://image.maxpreps.io/school-mascot/6/2/d/62d9303b-93c7-4190-8cc5-8c20e043a822.gif?version=638253704400000000&amp;width=128&amp;height=128&amp;auto=webp&amp;format=pjpg"
16,"Abbeville vs Barbour County Clayton",Football,"Alabama",9/4/2026,7:30 PM,"The Barbour County Clayton varsity football team has a game @ Abbeville (Alabama).","/al/football/game/abbeville-vs-barbour-county-clayton/9-4-2026/?c=98d46d1b-6bc9-4137-8119-507f54d6d352","https://www.maxpreps.com/al/football/game/abbeville-vs-barbour-county-clayton/9-4-2026/?c=98d46d1b-6bc9-4137-8119-507f54d6d352",dcc,"Yellowjackets","Jaguars","https://www.maxpreps.com/al/abbeville/football/","https://www.maxpreps.com/al/barbour-county-clayton/football/","https://image.maxpreps.io/school-mascot/7/8/e/78ee5e47-5386-4384-8a8b-0628cf8b9e8b.gif?version=638212999800000000&amp;width=128&amp;height=128&amp;auto=webp&amp;format=pjpg","https://image.maxpreps.io/school-mascot/5/e/3/5e31c529-34e4-42ce-8e02-eb93e0def10c.gif?version=638213106600000000&amp;width=128&amp;height=128&amp;auto=webp&amp;format=pjpg"
17,"Jacksonville vs Lincoln",Football,"Alabama",9/4/2026,7:30 PM,"The Lincoln varsity football team has a game @ Jacksonville (Alabama).","/al/football/game/jacksonville-vs-lincoln/9-4-2026/?c=fdf7d46d-9044-4f5c-bc91-1259716fc53f","https://www.maxpreps.com/al/football/game/jacksonville-vs-lincoln/9-4-2026/?c=fdf7d46d-9044-4f5c-bc91-1259716fc53f",937,"Golden Bears","Golden Eagles","https://www.maxpreps.com/al/jacksonville/football/","https://www.maxpreps.com/al/lincoln/football/","https://image.maxpreps.io/school-mascot/7/d/0/7d00e3ae-f27b-4f75-a82e-d8b85eb58099.gif?version=638241486000000000&amp;width=128&amp;height=128&amp;auto=webp&amp;format=pjpg","https://image.maxpreps.io/school-mascot/b/e/a/bea725cc-e8cd-431c-a9ea-e80b2fe870a5.gif?version=638235459600000000&amp;width=128&amp;height=128&amp;auto=webp&amp;format=pjpg"
18,"Bullock County Union Springs vs Wicksburg Newton",Football,"Alabama",9/4/2026,7:30 PM,"The Wicksburg Newton varsity football team has a game @ Bullock County Union Springs (Alabama).","/al/football/game/bullock-county-union-springs-vs-wicksburg-newton/9-4-2026/?c=2ceb065a-d30c-4e0a-b90c-4852e3364448","https://www.maxpreps.com/al/football/game/bullock-county-union-springs-vs-wicksburg-newton/9-4-2026/?c=2ceb065a-d30c-4e0a-b90c-4852e3364448",1320,"Hornets","Panthers","https://www.maxpreps.com/al/bullock-county-union-springs/football/","https://www.maxpreps.com/al/wicksburg-newton/football/","https://image.maxpreps.io/school-mascot/f/2/8/f289a5ec-57c8-40aa-90c9-1a0d7ded7b5c.gif?version=638215519800000000&amp;width=128&amp;height=128&amp;auto=webp&amp;format=pjpg","https://image.maxpreps.io/school-mascot/6/c/7/6c7e1c35-8747-40b4-aef2-61efd47dd5eb.gif?version=638253706200000000&amp;width=128&amp;height=128&amp;auto=webp&amp;format=pjpg"
19,"Mortimer Jordan Kimberly vs Parker Birmingham",Football,"Alabama",9/4/2026,7:30 PM,"The Parker Birmingham varsity football team has a game @ Mortimer Jordan Kimberly (Alabama).","/al/football/game/mortimer-jordan-kimberly-vs-parker-birmingham/9-4-2026/?c=a1824ea1-3671-4f47-bda6-dbd7550f9687","https://www.maxpreps.com/al/football/game/mortimer-jordan-kimberly-vs-parker-birmingham/9-4-2026/?c=a1824ea1-3671-4f47-bda6-dbd7550f9687",11b9,"Thundering Herd","Blue Devils","https://www.maxpreps.com/al/mortimer-jordan-kimberly/football/","https://www.maxpreps.com/al/parker-birmingham/football/","https://image.maxpreps.io/school-mascot/6/6/1/6615552f-de84-43b3-aabb-2f4324c73f24.gif?version=638212222800000000&amp;width=128&amp;height=128&amp;auto=webp&amp;format=pjpg","https://image.maxpreps.io/school-mascot/7/1/1/711c3975-250c-4e4f-bedd-24af12ebf473.gif?version=638241475800000000&amp;width=128&amp;height=128&amp;auto=webp&amp;format=pjpg"
20,"Horseshoe Bend New Site vs Lanett",Football,"Alabama",9/4/2026,7:30 PM,"The Lanett varsity football team has a game @ Horseshoe Bend New Site (Alabama).","/al/football/game/horseshoe-bend-new-site-vs-lanett/9-4-2026/?c=7b9fa3ce-acfe-45fb-bccd-bd23a8a2894c","https://www.maxpreps.com/al/football/game/horseshoe-bend-new-site-vs-lanett/9-4-2026/?c=7b9fa3ce-acfe-45fb-bccd-bd23a8a2894c",cba,"Panthers","Generals","https://www.maxpreps.com/al/horseshoe-bend-new-site/football/","https://www.maxpreps.com/al/lanett/football/","https://image.maxpreps.io/school-mascot/c/8/d/c8d611a5-44f4-4b78-a4b6-b517e8159e00.gif?version=638241477600000000&amp;width=128&amp;height=128&amp;auto=webp&amp;format=pjpg","https://image.maxpreps.io/school-mascot/7/8/6/786636ca-3e7f-48a6-b8c1-31b916fc2e06.gif?version=638234689800000000&amp;width=128&amp;height=128&amp;auto=webp&amp;format=pjpg"
21,"Holly Pond vs Oneonta",Football,"Alabama",9/4/2026,7:30 PM,"The Oneonta varsity football team has a game @ Holly Pond (Alabama).","/al/football/game/holly-pond-vs-oneonta/9-4-2026/?c=7a554713-b3c7-42ed-a2f5-8bf6f1b08f96","https://www.maxpreps.com/al/football/game/holly-pond-vs-oneonta/9-4-2026/?c=7a554713-b3c7-42ed-a2f5-8bf6f1b08f96",83d,"Redskins","Broncos","https://www.maxpreps.com/al/holly-pond/football/","https://www.maxpreps.com/al/oneonta/football/","https://image.maxpreps.io/school-mascot/8/9/3/8938631f-5f99-4360-9ddb-0f8d185d1480.gif?version=638253625200000000&amp;width=128&amp;height=128&amp;auto=webp&amp;format=pjpg","https://image.maxpreps.io/school-mascot/e/c/9/ec9e16a8-893e-44a7-a3b7-080196e79cf3.gif?version=638664089500603280&amp;width=128&amp;height=128&amp;auto=webp&amp;format=pjpg"
22,"Cedar Bluff vs Ragland",Football,"Alabama",9/4/2026,7:30 PM,"The Ragland varsity football team has a game @ Cedar Bluff (Alabama).","/al/football/game/cedar-bluff-vs-ragland/9-4-2026/?c=ce478895-c478-4827-a68b-4494d6010e02","https://www.maxpreps.com/al/football/game/cedar-bluff-vs-ragland/9-4-2026/?c=ce478895-c478-4827-a68b-4494d6010e02",857,"Purple Devils","Tigers","https://www.maxpreps.com/al/cedar-bluff/football/","https://www.maxpreps.com/al/ragland/football/","https://image.maxpreps.io/school-mascot/6/7/0/670aef1f-0fe8-4234-93cd-845a0ded73d0.gif?version=638253639000000000&amp;width=128&amp;height=128&amp;auto=webp&amp;format=pjpg","https://image.maxpreps.io/school-mascot/9/e/0/9e00e6b3-d670-4824-81e7-f6a1c46174b6.gif?version=638215522200000000&amp;width=128&amp;height=128&amp;auto=webp&amp;format=pjpg"
23,"Clay Chalkville Pinson vs Springville",Football,"Alabama",9/4/2026,7:30 PM,"The Springville varsity football team has a game @ Clay Chalkville Pinson (Alabama).","/al/football/game/clay-chalkville-pinson-vs-springville/9-4-2026/?c=09124754-ce01-4c52-8bd6-ecdc98043270","https://www.maxpreps.com/al/football/game/clay-chalkville-pinson-vs-springville/9-4-2026/?c=09124754-ce01-4c52-8bd6-ecdc98043270",eab,"Cougars","Tigers","https://www.maxpreps.com/al/clay-chalkville-pinson/football/","https://www.maxpreps.com/al/springville/football/","https://image.maxpreps.io/school-mascot/d/1/0/d10ba1be-e353-4009-bd7b-99311091eeb0.gif?version=638215673400000000&amp;width=128&amp;height=128&amp;auto=webp&amp;format=pjpg","https://image.maxpreps.io/school-mascot/7/d/d/7ddec700-9aa7-4f78-9b6b-9dfa10638107.gif?version=638249394600000000&amp;width=128&amp;height=128&amp;auto=webp&amp;format=pjpg"
24,"Booker T Washington Tuskegee vs Slocomb",Football,"Alabama",9/4/2026,7:30 PM,"The Slocomb varsity football team has a game @ Booker T Washington Tuskegee (Alabama).","/al/football/game/booker-t-washington-tuskegee-vs-slocomb/9-4-2026/?c=041bb3dd-33ea-4eae-b841-40ca8fb852d5","https://www.maxpreps.com/al/football/game/booker-t-washington-tuskegee-vs-slocomb/9-4-2026/?c=041bb3dd-33ea-4eae-b841-40ca8fb852d5",f4e,"Golden Eagles","Red Tops","https://www.maxpreps.com/al/booker-t-washington-tuskegee/football/","https://www.maxpreps.com/al/slocomb/football/","https://image.maxpreps.io/school-mascot/7/0/a/70a001a1-be89-4155-9aff-aefe665430d6.gif?version=638213110800000000&amp;width=128&amp;height=128&amp;auto=webp&amp;format=pjpg","https://image.maxpreps.io/school-mascot/d/c/e/dceb86b1-c48f-4785-b7bb-14ffa3ce2c7c.gif?version=638253691200000000&amp;width=128&amp;height=128&amp;auto=webp&amp;format=pjpg"
25,"Albertville vs Arab",Football,"Alabama",9/4/2026,7:30 PM,"The Arab varsity football team has a game @ Albertville (Alabama).","/al/football/game/albertville-vs-arab/9-4-2026/?c=0dbde875-2590-492d-83a1-db24a9c97241","https://www.maxpreps.com/al/football/game/albertville-vs-arab/9-4-2026/?c=0dbde875-2590-492d-83a1-db24a9c97241",76f,"Knights","Aggies","https://www.maxpreps.com/al/albertville/football/","https://www.maxpreps.com/al/arab/football/","https://image.maxpreps.io/school-mascot/6/7/0/670d85aa-6301-44c5-90bc-e8089f42f4ea.gif?version=638212996800000000&amp;width=128&amp;height=128&amp;auto=webp&amp;format=pjpg","https://image.maxpreps.io/school-mascot/7/0/9/709df29e-028c-48ba-bdc9-eed11432511d.gif?version=638213003400000000&amp;width=128&amp;height=128&amp;auto=webp&amp;format=pjpg"
26,"Tuscaloosa Academy vs Victory Christian Pell City",Football,"Alabama",9/4/2026,7:30 PM,"The Victory Christian Pell City varsity football team has a game @ Tuscaloosa Academy (Alabama).","/al/football/game/tuscaloosa-academy-vs-victory-christian-pell-city/9-4-2026/?c=1a73591a-e5cc-4413-836a-ecf8770f627d","https://www.maxpreps.com/al/football/game/tuscaloosa-academy-vs-victory-christian-pell-city/9-4-2026/?c=1a73591a-e5cc-4413-836a-ecf8770f627d",1344,"Lions","Knights","https://www.maxpreps.com/al/tuscaloosa-academy/football/","https://www.maxpreps.com/al/victory-christian-pell-city/football/","https://image.maxpreps.io/school-mascot/7/5/a/75a92b7c-48ae-4645-85d1-6d1d09981413.gif?version=638253697200000000&amp;width=128&amp;height=128&amp;auto=webp&amp;format=pjpg","https://image.maxpreps.io/school-mascot/7/5/a/75a92b7c-48ae-4645-85d1-6d1d09981413.gif?version=638253697200000000&amp;width=64&amp;height=64&amp;auto=webp&amp;format=pjpg"
27,"Oak Mountain Birmingham vs Spain Park Hoover",Football,"Alabama",9/4/2026,7:30 PM,"The Spain Park Hoover varsity football team has a game @ Oak Mountain Birmingham (Alabama).","/al/football/game/oak-mountain-birmingham-vs-spain-park-hoover/9-4-2026/?c=344d24e1-2782-4410-99bb-4d750de71389","https://www.maxpreps.com/al/football/game/oak-mountain-birmingham-vs-spain-park-hoover/9-4-2026/?c=344d24e1-2782-4410-99bb-4d750de71389",1117,"Eagles","Jaguars","https://www.maxpreps.com/al/oak-mountain-birmingham/football/","https://www.maxpreps.com/al/spain-park-hoover/football/","https://image.maxpreps.io/school-mascot/d/1/e/d1e0e5f5-29c7-4eb2-ab39-af3bb781baf9.gif?version=638253624000000000&amp;width=128&amp;height=128&amp;auto=webp&amp;format=pjpg","https://image.maxpreps.io/school-mascot/7/4/2/7425f644-63c3-4f07-9766-b2a1b26fc12a.gif?version=638253693000000000&amp;width=128&amp;height=128&amp;auto=webp&amp;format=pjpg"
28,"Cordova vs Fultondale Birmingham",Football,"Alabama",9/4/2026,7:30 PM,"The Fultondale Birmingham varsity football team has a game @ Cordova (Alabama).","/al/football/game/cordova-vs-fultondale-birmingham/9-4-2026/?c=aca6bed9-1e48-4002-9e6f-d6010bfec42d","https://www.maxpreps.com/al/football/game/cordova-vs-fultondale-birmingham/9-4-2026/?c=aca6bed9-1e48-4002-9e6f-d6010bfec42d",caa,"Blue Devils","Wildcats","https://www.maxpreps.com/al/cordova/football/","https://www.maxpreps.com/al/fultondale-birmingham/football/","https://image.maxpreps.io/school-mascot/7/3/b/73bb7f0d-6627-4c56-8830-0de084d36e9e.gif?version=638215678800000000&amp;width=128&amp;height=128&amp;auto=webp&amp;format=pjpg","https://image.maxpreps.io/school-mascot/8/a/1/8a10f3c8-c7fb-421c-9717-76724ea1cd51.gif?version=638225183400000000&amp;width=128&amp;height=128&amp;auto=webp&amp;format=pjpg"
